-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,-1,-1,19,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1
-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,4,-1,-1,1,-1,-1,4,-1,16,-1,-1,-1,4,4,4,4,4,18,-1,-1,-1,-1,-1,-1,16,-1,-1,1,4,-1,-1,-1,-1,1,-1,19,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,16,1,1,1,-1,-1,-1,-1,-1
-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,13,-1,-1,1,4,-1,-1,-1,-1,4,1,1,-1,-1,1,-1,-1
1,1,1,5,5,5,5,1,5,5,5,5,1,1,1,-1,-1,-1,-1,-1,-1,18,17,-1,-1,17,-1,1,1,1,-1,4,-1,-1,-1,-1,-1,4,1,1,-1,-1,1,-1,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,-1,-1,18,1,1,1,1,-1,4,1,1,-1,-1,-1,-1,13,-1,-1,1,1,1,-1,-1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,5,5,5,5,-1,-1,5,5,5,5,5,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,19,-1
17,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,13,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,5,5,-1,-1,-1
1,1,1,1,-1,-1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6
-1,-1,-1,-1,-1,16,1,-1,-1,-1,-1,-1,-1,-1,4,1,4,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,1,6,6,1,1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
19,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,15,-1,3,1,-1,-1
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,17,-1,-1,17,-1,-1,17,-1,1,5,5,5,5,5,1,5,5,1,1,6,6,6,1,1,6,6
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,4,-1,-1,-1,-1
17,-1,-1,-1,-1,-1,1,1,-1,-1,-1,13,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,1,-1,-1,-1,1,-1,17,-1,-1,-1,4,4,-1,-1,1,16,-1,-1,-1
1,1,1,1,-1,-1,4,1,19,-1,-1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,6,6,1,1,6,6,1,17,-1,-1,-1
1,1,1,1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,1,1,1,1,1
1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,4,-1,-1
1,1,1,4,-1,-1,1,1,5,5,5,5,5,-1,-1,5,5,5,5,1,-1,-1,1,13,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,13,-1,-1,-1
1,1,1,4,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1
